AthleteName	Graduation	BeltColor	BeltDegree	Academy	Federation	FederationAbbr
José Ribamar Coelho Santiago Júnior	Black Belt Second Degree	Black	2	Alliance SP	Confederação Brasileira de Jiu-Jitsu	CBJJ
José Ricardo Favorito	Black Belt Third Degree	Black	3	Atrium Brazilian Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Jose Ricardo Medina	Black Belt Third Degree	Black	3	Rigan Machado	United States Brazilian Jiu-Jitsu Federation	USBJJF
José Roberto Penna de Moraes	Black Belt	Black		Maromba Academia	Confederação Brasileira de Jiu-Jitsu	CBJJ
José Roberto Vicente da Silva	Black Belt Sixth Degree	Black	6	ABC Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
José Robson da Silva	Black Belt	Black		GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
José Rodrigo Stramosk Penso	Black Belt	Black		TJJ School	Confederação Brasileira de Jiu-Jitsu	CBJJ
José Ronaldo Lopes dos Santos	Black Belt Third Degree	Black	3	Ronaldo Black Team Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
José Valdir Pereira Reis	Black Belt	Black		Corpo e Mente	Confederação Brasileira de Jiu-Jitsu	CBJJ
Josep Florido Ibañez	Black Belt First Degre	Black	1	Titanes BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Joseph Darius Hurst	Black Belt Third Degree	Black	3	Gracie Barra North Carolina	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joseph Diamond	Black Belt First Degre	Black	1	Atlantic City MMA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joseph E. Alexander Sr.	Black Belt	Black		BJJ Coach - Alexander Brazilian Jiu-Jitsu	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joseph Eugene Sirko	Black Belt Second Degree	Black	2	Unity Jiu Jitsu	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joseph Jean Erick Payet	Black Belt Second Degree	Black	2	Payet Team Jiu-Jitsu	International Brazilian Jiu-Jitsu Federation	IBJJF
Joseph M. D'Arce	Black Belt Third Degree	Black	3	Renzo Gracie Academy	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joseph Mark Solorio	Black Belt First Degre	Black	1	GD Jiu-Jitsu Association	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joseph Michael Neurauter	Black Belt First Degre	Black	1	Yamasaki Academy / Jiu-Jitsu de la Costa	International Brazilian Jiu-Jitsu Federation	IBJJF
Joseph Paul Harris	Black Belt	Black		Paragon BJJ Thousand Oaks	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joseph Talon Murphy	Black Belt	Black		Renzo Gracie Houston	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joseph Todd Ryan	Black Belt	Black		Todd Ryan BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joseph Ur Jr	Black Belt	Black		Renzo Gracie Academy	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joseph W Scarola	Black Belt Third Degree	Black	3	Gracie Barra Long Island	United States Brazilian Jiu-Jitsu Federation	USBJJF
Josevan Fernandes de Souza	Black Belt	Black		Team Carvalho	Confederação Brasileira de Jiu-Jitsu	CBJJ
Josh Littleton	Black Belt	Black		Renato Tavares Association	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joshua  Scott Griffiths	Black Belt Second Degree	Black	2	Florian Martial Arts Center	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joshua A Hendricks	Black Belt First Degre	Black	1	Team Redzovic	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joshua Aaron Bacallao	Black Belt	Black		Gracie Barra Seattle	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joshua David Mancuso	Black Belt Second Degree	Black	2	Checkmat JM Modern JJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joshua James Miller	Black Belt Third Degree	Black	3	Terra Guerra Jiu-Jitsu	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joshua R. Ketry	Black Belt First Degre	Black	1	Buffalo United Martial Arts	United States Brazilian Jiu-Jitsu Federation	USBJJF
Joshua Robert Rapport	Black Belt	Black		Toronto BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Josiane Souza Roque da Silva	Black Belt	Black		Escola Bragantina de Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Josimar Linhares	Black Belt	Black		Constrictor Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Josivaldo Jose dos Santos	Black Belt First Degre	Black	1	Ryan Gracie Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Josué Gomes Bragança Junior	Black Belt Second Degree	Black	2	Alliance SP	Confederação Brasileira de Jiu-Jitsu	CBJJ
Jovan Zerjal	Black Belt Second Degree	Black	2	Zerjal Team	International Brazilian Jiu-Jitsu Federation	IBJJF
Ju Pyo Hong	Black Belt Second Degree	Black	2	Gracie Barra Korea	International Brazilian Jiu-Jitsu Federation	IBJJF
Juan Carlos Perez Pasamontes	Black Belt	Black		Carlinho Team	International Brazilian Jiu-Jitsu Federation	IBJJF
Juan Eduardo Neves	Black Belt Second Degree	Black	2	Juan Neves Bjj A.S.D.	International Brazilian Jiu-Jitsu Federation	IBJJF
Juan Enrico Sanches	Black Belt First Degre	Black	1	G13 BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Juan Jose Ramirez	Black Belt	Black		Mario Sukata Internacional	International Brazilian Jiu-Jitsu Federation	IBJJF
Juan Pablo Garcia Perez	Black Belt First Degre	Black	1	Soul Fighters International	International Brazilian Jiu-Jitsu Federation	IBJJF
Juarez Harles Martins Nunes	Black Belt Third Degree	Black	3	Gracie Humaita Poway	United States Brazilian Jiu-Jitsu Federation	USBJJF
Juarez Patricio	Black Belt Fourth Degree	Black	4	Centro Educacional de Jiu-Jitsu de Araxá	Confederação Brasileira de Jiu-Jitsu	CBJJ
Juarez Soares da Costa	Black Belt Fifth Degree	Black	5	DDR JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Jucélio Costa Sousa	Black Belt	Black		Double Five Tijuca	Confederação Brasileira de Jiu-Jitsu	CBJJ
Jucimar Eller Rodrigues	Black Belt	Black		Osvaldo Alves SP	Confederação Brasileira de Jiu-Jitsu	CBJJ
Jucimar Maia da Silva Junior	Black Belt	Black		HBJ de Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Jude Samuel	Black Belt Fourth Degree	Black	4	Inglorious Grapplers	International Brazilian Jiu-Jitsu Federation	IBJJF
Judson de Faria Borges	Black Belt Fifth Degree	Black	5	Carlson Gracie Portugal	Federação Portuguesa de Jiu-Jitsu Brasileiro	FPJJB
Julian César Matsumoto P. Valença	Black Belt First Degre	Black	1	MyBJJ Team	International Brazilian Jiu-Jitsu Federation	IBJJF
Julian Shahin Brose	Black Belt	Black		New School BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Juliana Gonçalves de Souza	Black Belt First Degre	Black	1	Clube Orley Lobato	Confederação Brasileira de Jiu-Jitsu	CBJJ
Juliana Remigio Fontoura	Black Belt	Black		Lokahi Academy	United States Brazilian Jiu-Jitsu Federation	USBJJF
Juliano Aparecido Prado	Black Belt Fifth Degree	Black	5	Total MMA Studio (BTT Orange County)	United States Brazilian Jiu-Jitsu Federation	USBJJF
Juliano Cesar Pimentel da Silva	Black Belt	Black		Barbosa Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Juliano de Menezes Leonardo	Black Belt	Black		Alliance JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Juliano Silva Rocha	Black Belt Second Degree	Black	2	Guetho Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Juliano Sousa Coutinho	Black Belt Second Degree	Black	2	Juniko'	United States Brazilian Jiu-Jitsu Federation	USBJJF
Julien Castanier	Black Belt	Black		Prana Family	International Brazilian Jiu-Jitsu Federation	IBJJF
Julien Cazier	Black Belt Third Degree	Black	3	Gracie Barra Paris	International Brazilian Jiu-Jitsu Federation	IBJJF
Julien Henri Claude Antaya	Black Belt First Degre	Black	1	Gracie Humaita Reunion	International Brazilian Jiu-Jitsu Federation	IBJJF
Julien Nicolas Blanc	Black Belt	Black		T3MA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Julien Robin Gaillard	Black Belt	Black		Toulon JJB	International Brazilian Jiu-Jitsu Federation	IBJJF
Julio A. Rivera	Black Belt	Black		Vitor Shaolin BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Julio Alejandro Gonzales	Black Belt First Degre	Black	1	Accademia Torino	International Brazilian Jiu-Jitsu Federation	IBJJF
Julio Andrade Viotti	Black Belt First Degre	Black	1	Viotti BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Julio Armando Echeverria Dulon Neto	Black Belt First Degre	Black	1	Sandro Batata Brazilian Jiu-jitsu - Santa Cruz	United States Brazilian Jiu-Jitsu Federation	USBJJF
Julio Augusto Gomes Guerra	Black Belt Third Degree	Black	3	Gracie Barra Sydney	International Brazilian Jiu-Jitsu Federation	IBJJF
Julio Cesar Fernandez Nunes	Red and Black Belt Seventh Degree	Red and Black	7	BJJ Revolution Team	United States Brazilian Jiu-Jitsu Federation	USBJJF
Julio Cesar Fleming Soares	Black Belt	Black		G13 BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Júlio César Galdino Borges	Black Belt Second Degree	Black	2	Topo Competition BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Julio Cesar Hernandes	Black Belt First Degre	Black	1	G13 BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Julio Cesar Marcelino Almeida	Black Belt First Degre	Black	1	GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Julio Cesar Mendes Nunez	Black Belt	Black		Zenith BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Julio Cesar Pereira	Red and Black Belt Seventh Degree	Red and Black	7	GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Julio Cesar Santana Guimarães	Black Belt	Black		Ribeiro Jiu-Jitsu Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Julio Cesar Silva Machado	Black Belt Second Degree	Black	2	Machado Top Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Julio Cesar Vieira	Black Belt First Degre	Black	1	Absolute MMA Australia	International Brazilian Jiu-Jitsu Federation	IBJJF
Júlio Cézar de Anchieta Jesus	Black Belt First Degre	Black	1	Fabricio Rodrigues BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Julio da Silva Pinheiro	Black Belt Third Degree	Black	3	G13 BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Júlio de Souza Franco Neto	Black Belt Third Degree	Black	3	Academia Associação Monteiro	Confederação Brasileira de Jiu-Jitsu	CBJJ
